  0.729852    0.79556   0.851611   0.897325   0.932146   0.955653   0.967558   0.967716    0.95613   0.932952   0.898455      0.853    0.79709   0.731529   0.657519   0.576301   0.488285   0.392299   0.286032   0.168006  0.0399514 -0.0923928   -0.22108  -0.339338  -0.444166  -0.536497  -0.619179  -0.694542  -0.763124  -0.823904   -0.87531  -0.916058  -0.945435  -0.963157  -0.969141  -0.963384  -0.945963  -0.917071  -0.877046  -0.826371  -0.765663  -0.695661  -0.617215  -0.531277   -0.43889  -0.341176   -0.23932  -0.134559 -0.0281646  0.0785716   0.184354   0.287899   0.387948   0.483289   0.572763   0.655285
  0.705091   0.768569   0.822719   0.866881   0.900521    0.92323   0.934732   0.934885   0.923692     0.9013   0.867973    0.82406   0.770047    0.70671   0.635211   0.556749   0.471719   0.378989   0.276328   0.162306   0.038596 -0.0892582   -0.21358  -0.327825  -0.429097  -0.518295  -0.598172  -0.670979  -0.737233  -0.795951  -0.845613  -0.884979  -0.913359   -0.93048  -0.936261  -0.930699  -0.913869  -0.885957   -0.84729  -0.798334  -0.739686  -0.672059  -0.596275  -0.513252     -0.424    -0.3296    -0.2312  -0.129994  -0.027209  0.0759058   0.178099   0.278131   0.374786   0.466892   0.553331   0.633053
   0.67177   0.732249   0.783839   0.825915   0.857965   0.879601   0.890559   0.890704    0.88004   0.858707   0.826954   0.785118   0.733656   0.673313   0.605193   0.530439   0.449427   0.361079   0.263269   0.154636   0.036772 -0.0850401  -0.203487  -0.312333  -0.408819  -0.493801  -0.569904   -0.63927  -0.702394  -0.758337  -0.805651  -0.843157  -0.870196  -0.886508  -0.892016  -0.886717  -0.870682  -0.844089  -0.807249  -0.760607   -0.70473  -0.640299  -0.568096  -0.488997  -0.403963  -0.314024  -0.220274   -0.12385 -0.0259232  0.0723187   0.169683   0.264987   0.357075   0.444828   0.527182   0.603137
  0.630295    0.68704   0.735445   0.774923   0.804994   0.825294   0.835576   0.835712   0.825707    0.80569   0.775898   0.736644   0.688361   0.631743   0.567828   0.497689   0.421679   0.338786   0.247015   0.145089  0.0345017 -0.0797897  -0.190923  -0.293049  -0.383578  -0.463314  -0.534718  -0.599801  -0.659028  -0.711517  -0.755911    -0.7911   -0.81647  -0.831775  -0.836943  -0.831971  -0.816926  -0.791975   -0.75741  -0.713647   -0.66122  -0.600767  -0.533022  -0.458807  -0.379022  -0.294637  -0.206675  -0.116204 -0.0243227  0.0678538   0.159207   0.248627   0.335029   0.417365   0.494634   0.565899
  0.581169   0.633491   0.678123   0.714524   0.742252    0.76097    0.77045   0.770576    0.76135   0.742894   0.715424   0.679229   0.634709   0.582504   0.523571   0.458899   0.388813   0.312381   0.227762   0.133781  0.0318126 -0.0735708  -0.176043  -0.270209  -0.353682  -0.427203  -0.493041  -0.553052  -0.607662  -0.656061  -0.696994  -0.729441  -0.752834  -0.766945   -0.77171  -0.767126  -0.753254  -0.730248  -0.698376  -0.658025  -0.609684  -0.553943  -0.491478  -0.423047  -0.349481  -0.271672  -0.190566  -0.107147  -0.022427  0.0625652   0.146798   0.229249   0.308917   0.384835   0.456082   0.521792
  0.524988   0.572252    0.61257   0.645452     0.6705   0.687408   0.695972   0.696086   0.687752   0.671079   0.646265   0.613569   0.573353   0.526194   0.472958   0.414538   0.351227   0.282184   0.205745   0.120848  0.0287373 -0.0664588  -0.159025  -0.244088  -0.319492  -0.385906   -0.44538   -0.49959  -0.548921   -0.59264  -0.629617  -0.658927  -0.680058  -0.692806   -0.69711   -0.69297  -0.680438  -0.659656  -0.630865  -0.594415  -0.550747  -0.500394  -0.443967  -0.382151  -0.315697   -0.24541  -0.172144 -0.0967892  -0.020259  0.0565171   0.132607   0.207088   0.279054   0.347633   0.411993   0.471351
  0.462435   0.504068   0.539582   0.568546   0.590608   0.605502   0.613046   0.613146   0.605805   0.591119   0.569261   0.540462   0.505037   0.463497   0.416604   0.365145   0.309378   0.248561    0.18123   0.106449  0.0253132 -0.0585401  -0.140077  -0.215005  -0.281424  -0.339925  -0.392312  -0.440063  -0.483516  -0.522026  -0.554597  -0.580415  -0.599028  -0.610257  -0.614048  -0.610401  -0.599363  -0.581057  -0.555697  -0.523589  -0.485125  -0.440771  -0.391068  -0.336617  -0.278081  -0.216169  -0.151633 -0.0852566 -0.0178451   0.049783   0.116807   0.182413   0.245804   0.306212   0.362903   0.415189
  0.394268   0.429764   0.460043   0.484738   0.503548   0.516247   0.522678   0.522763   0.516504   0.503983   0.485348   0.460793    0.43059   0.395174   0.355194    0.31132   0.263773   0.211921   0.154515  0.0907575  0.0215819 -0.0499109  -0.119428  -0.183311   -0.23994  -0.289817  -0.334482  -0.375194  -0.412242  -0.445075  -0.472845  -0.494857  -0.510727    -0.5203  -0.523533  -0.520423  -0.511012  -0.495404  -0.473783  -0.446408  -0.413613  -0.375798  -0.333421  -0.286997   -0.23709  -0.184304  -0.129281 -0.0726891 -0.0152146  0.0424446  0.0995885   0.155524   0.209571   0.261074   0.309408   0.353987
  0.321316   0.350244    0.37492   0.395045   0.410375   0.420724   0.425966   0.426035   0.420934    0.41073   0.395543   0.375532   0.350917   0.322054   0.289471   0.253715   0.214966   0.172709   0.125925  0.0739644  0.0175885 -0.0406757 -0.0973302  -0.149393  -0.195543  -0.236191  -0.272592  -0.305771  -0.335964  -0.362722  -0.385353  -0.403293  -0.416226  -0.424028  -0.426662  -0.424128  -0.416458  -0.403738  -0.386117  -0.363808  -0.337081  -0.306263  -0.271728  -0.233894   -0.19322  -0.150202   -0.10536 -0.0592392 -0.0123994   0.034591  0.0811614   0.126747   0.170793   0.212767   0.252158   0.288488
   0.244463    0.266472    0.285246    0.300558    0.312221    0.320095    0.324083    0.324135    0.320255    0.312491    0.300936    0.285711    0.266984    0.245025    0.220235    0.193031     0.16355      0.1314   0.0958061   0.0562735   0.0133817  -0.0309469  -0.0740506   -0.113661   -0.148773   -0.179699   -0.207393   -0.232636   -0.255608   -0.275966   -0.293184   -0.306832   -0.316672   -0.322608   -0.324613   -0.322684   -0.316849   -0.307172   -0.293765   -0.276792   -0.256458   -0.233011   -0.206735   -0.177951   -0.147006   -0.114276  -0.0801599  -0.0450703 -0.00943369   0.0263174   0.0617491   0.0964313    0.129943    0.161877    0.191846    0.219487
   0.164643    0.179466     0.19211    0.202422    0.210277     0.21558    0.218266    0.218301    0.215688    0.210459    0.202677    0.192423    0.179811    0.165021    0.148326    0.130004    0.110149   0.0884963   0.0645242   0.0378995  0.00901239  -0.0208423  -0.0498722  -0.0765491   -0.100197   -0.121025   -0.139677   -0.156678   -0.172149    -0.18586   -0.197456   -0.206648   -0.213275   -0.217273   -0.218623   -0.217324   -0.213394   -0.206876   -0.197847   -0.186416   -0.172721    -0.15693   -0.139234   -0.119848  -0.0990065  -0.0769637  -0.0539867  -0.0303543 -0.00635348   0.0177245   0.0415873   0.0649453   0.0875149    0.109022    0.129206    0.147822
  0.0828242   0.0902808   0.0966414    0.101829    0.105781    0.108448    0.109799    0.109817    0.108502    0.105872    0.101957   0.0967991   0.0904543   0.0830144   0.0746157   0.0653991   0.0554109   0.0445184   0.0324591   0.0190655  0.00453371  -0.0104848  -0.0250884  -0.0385083  -0.0504043   -0.060882  -0.0702648  -0.0788172  -0.0865999  -0.0934972  -0.0993308   -0.103955   -0.107289     -0.1093   -0.109979   -0.109326   -0.107349    -0.10407  -0.0995277  -0.0937771   -0.086888  -0.0789441   -0.070042  -0.0602897  -0.0498056  -0.0387168  -0.0271582  -0.0152698 -0.00319614  0.00891635   0.0209206   0.0326709   0.0440247    0.054844   0.0649976   0.0743622
