 -0.291351  -0.187921 -0.0822102  0.0244986    0.13091   0.235732   0.337693   0.435555    0.52813   0.614293   0.693001   0.763296   0.824325   0.875349   0.915747   0.945029   0.962838   0.968961    0.96333    0.94601   0.917186   0.877173   0.826475   0.765861   0.696335   0.618861   0.533878    0.44091    0.33875   0.226416   0.104544 -0.0236715  -0.152748   -0.27649   -0.39003  -0.491195  -0.580475  -0.659784  -0.730907  -0.794491  -0.849951  -0.896027  -0.931463  -0.955417  -0.967518  -0.967721  -0.956145  -0.932992  -0.898549  -0.853215  -0.797525  -0.732149  -0.657882  -0.575628  -0.486388  -0.391244
 -0.281466  -0.181545  -0.079421  0.0236674   0.126469   0.227735   0.326236   0.420778   0.510212   0.593452   0.669489   0.737399   0.796358   0.845651   0.884679   0.912967   0.930171   0.936087   0.930647   0.913915   0.886068   0.847413   0.798435   0.739878   0.672711   0.597865   0.515765   0.425951   0.327257   0.218735   0.100997 -0.0228684  -0.147566  -0.267109  -0.376797   -0.47453  -0.560781    -0.6374  -0.706109  -0.767536  -0.821114  -0.865627  -0.899861  -0.923002  -0.934692  -0.934889  -0.923705  -0.901339  -0.868064  -0.824268  -0.770467  -0.707309  -0.635562  -0.556099  -0.469886   -0.37797
 -0.268165  -0.172966 -0.0756678  0.0225489   0.120492   0.216972   0.310819   0.400893     0.4861   0.565407   0.637851   0.702552   0.758725   0.805688   0.842871   0.869822   0.886214    0.89185   0.886667   0.870725   0.844195   0.807366   0.760703   0.704913    0.64092   0.569612   0.491391   0.405822   0.311792   0.208398   0.096224 -0.0217877  -0.140592  -0.254486  -0.358991  -0.452105   -0.53428  -0.607278  -0.672741  -0.731264  -0.782311   -0.82472  -0.857336  -0.879384  -0.890521  -0.890708  -0.880054  -0.858744  -0.827042  -0.785316  -0.734057  -0.673884  -0.605527  -0.529819   -0.44768  -0.360108
 -0.251608  -0.162287 -0.0709961  0.0211568   0.113053   0.203577   0.291629   0.376142   0.456089   0.530499    0.59847   0.659176   0.711881   0.755945   0.790832   0.816119   0.831499   0.836787   0.831925   0.816967   0.792074    0.75752   0.713737   0.661392    0.60135   0.534444   0.461053   0.380767   0.292542   0.195531  0.0902831 -0.0204425  -0.131912  -0.238774  -0.336827  -0.424192  -0.501293  -0.569784  -0.631206  -0.686116  -0.734011  -0.773802  -0.804404  -0.825091  -0.835541  -0.835716  -0.825719  -0.805725   -0.77598   -0.73683  -0.688736  -0.632278  -0.568142  -0.497108  -0.420041  -0.337875
 -0.231998  -0.149638 -0.0654626  0.0195078   0.104241    0.18771   0.268899   0.346825    0.42054   0.489151   0.551824   0.607799   0.656396   0.697025   0.729194    0.75251   0.766691   0.771567   0.767083   0.753291   0.730339   0.698477   0.658108   0.609842    0.55448   0.492788   0.425117   0.351089   0.269741   0.180291  0.0832463 -0.0188492  -0.121631  -0.220164  -0.310574   -0.39113  -0.462222  -0.525375  -0.582009  -0.632639  -0.676801  -0.713491  -0.741708  -0.760782  -0.770418  -0.770579  -0.761361  -0.742926  -0.715499  -0.679401  -0.635055  -0.582997   -0.52386  -0.458363  -0.387302  -0.311541
 -0.209571  -0.135173 -0.0591344   0.017622  0.0941645   0.169564   0.242905   0.313298   0.379887   0.441866    0.49848   0.549044   0.592943   0.629645   0.658704   0.679766   0.692576   0.696981   0.692931   0.680472   0.659739   0.630957    0.59449    0.55089   0.500879   0.445151   0.384022    0.31715   0.243665   0.162863  0.0751991 -0.0170271  -0.109873  -0.198881  -0.280551   -0.35332   -0.41754  -0.474588  -0.525747  -0.571483  -0.611376  -0.644519  -0.670008  -0.687238  -0.695943  -0.696089  -0.687762  -0.671108  -0.646333  -0.613724  -0.573666   -0.52664  -0.473219  -0.414054  -0.349862  -0.281425
   -0.1846  -0.119067 -0.0520884  0.0155223  0.0829447    0.14936   0.213963   0.275968   0.334623   0.389217   0.439086   0.483625   0.522293   0.554622   0.580218   0.598771   0.610055   0.613935   0.610367   0.599393    0.58113   0.555777   0.523655    0.48525   0.441199   0.392111   0.338265   0.279361   0.214632   0.143458   0.066239 -0.0149983 -0.0967815  -0.175184  -0.247123  -0.311222  -0.367789   -0.41804  -0.463103   -0.50339  -0.538529  -0.567723  -0.590176  -0.605353   -0.61302  -0.613148  -0.605814  -0.591145  -0.569322  -0.540598  -0.505312   -0.46389  -0.416834  -0.364719  -0.308176  -0.247892
 -0.157389  -0.101516 -0.0444102  0.0132342   0.070718   0.127343   0.182423   0.235288   0.285297   0.331843   0.374361   0.412335   0.445303   0.472866   0.494689   0.510507   0.520128   0.523436   0.520394   0.511037   0.495467   0.473851   0.446464   0.413721   0.376162   0.334311   0.288402   0.238181   0.182994   0.122311  0.0564748 -0.0127874 -0.0825151  -0.149361  -0.210695  -0.265345  -0.313574  -0.356417  -0.394838  -0.429186  -0.459146  -0.484037  -0.503179  -0.516119  -0.522656  -0.522766  -0.516512  -0.504005  -0.485399   -0.46091  -0.430825  -0.395509   -0.35539  -0.310956  -0.262748  -0.211351
 -0.128267 -0.0827318 -0.0361929  0.0107854  0.0576328   0.103781   0.148669   0.191752   0.232508   0.270441   0.305092   0.336039   0.362908   0.385371   0.403156   0.416047   0.423887   0.426583   0.424104   0.416479   0.403789   0.386173   0.363854   0.337169    0.30656   0.272452   0.235038    0.19411   0.149134  0.0996793  0.0460252 -0.0104213 -0.0672472  -0.121724   -0.17171  -0.216248  -0.255553  -0.290469   -0.32178  -0.349773  -0.374189  -0.394474  -0.410075   -0.42062  -0.425948  -0.426037  -0.420941  -0.410748  -0.395584  -0.375626  -0.351109  -0.322327  -0.289631  -0.253419  -0.214131  -0.172244
 -0.0975876  -0.0629439  -0.0275362  0.00820577   0.0438481   0.0789583     0.11311    0.145889    0.176896    0.205757     0.23212    0.255665    0.276107    0.293197    0.306728    0.316536    0.322501    0.324552    0.322666    0.316865     0.30721    0.293808    0.276827    0.256524    0.233237    0.207287    0.178822    0.147682    0.113464   0.0758379   0.0350168 -0.00792873  -0.0511629  -0.0926099    -0.13064   -0.164525   -0.194429   -0.220994   -0.244816   -0.266114    -0.28469   -0.300123   -0.311993   -0.320016   -0.324069   -0.324137    -0.32026   -0.312505   -0.300968   -0.285784    -0.26713   -0.245232   -0.220357   -0.192806   -0.162915   -0.131047
  -0.065724   -0.042392  -0.0185453  0.00552648   0.0295312   0.0531774   0.0761781   0.0982542    0.119138    0.138575     0.15633    0.172187    0.185955    0.197465    0.206578    0.213183    0.217201    0.218582    0.217312    0.213405    0.206902    0.197876    0.186439    0.172766    0.157082    0.139605    0.120434   0.0994622   0.0764165   0.0510759   0.0235834 -0.00533991  -0.0344576  -0.0623716  -0.0879844   -0.110806   -0.130946   -0.148837   -0.164881   -0.179224   -0.191735   -0.202129   -0.210123   -0.215527   -0.218256   -0.218302   -0.215691   -0.210468   -0.202698   -0.192472   -0.179909   -0.165161   -0.148408   -0.129852   -0.109721  -0.0882583
 -0.0330627  -0.0213254 -0.00932927  0.00278011   0.0148558   0.0267511   0.0383217   0.0494271   0.0599325   0.0697104   0.0786422   0.0866193    0.093545   0.0993352     0.10392    0.107243    0.109263    0.109958    0.109319    0.107354    0.104083   0.0995422    0.093789   0.0869105   0.0790206   0.0702288   0.0605848   0.0500348   0.0384416   0.0256939   0.0118637 -0.00268626   -0.017334  -0.0313763  -0.0442608  -0.0557412  -0.0658727  -0.0748728  -0.0829438  -0.0901594   -0.096453   -0.101682   -0.105703   -0.108421   -0.109795   -0.109818   -0.108504   -0.105877   -0.101968  -0.0968235  -0.0905037  -0.0830848  -0.0746569  -0.0653227  -0.0551956  -0.0443986
